transaction_id,timestamp,amount,status,category,device_type,region,payment_method,user_id
TXN0025395,2023-07-05 12:08:20,6183.62,Success,Food & Dining,Mobile,Central,Credit Card,USR07901
TXN0025396,2023-07-05 12:09:02,1144.29,Success,Travel,Desktop,West,Debit Card,USR03834
TXN0025397,2023-07-05 12:16:37,1903.38,Success,Food & Dining,Mobile,West,Debit Card,USR09509
TXN0025398,2023-07-05 12:21:08,1790.72,Success,Retail,Desktop,West,Debit Card,USR02582
TXN0025399,2023-07-05 12:22:24,2106.85,Success,Healthcare,Desktop,North,Net Banking,USR09227
TXN0025400,2023-07-05 12:25:28,1276.96,Success,Food & Dining,Mobile,South,Debit Card,USR01161
TXN0025401,2023-07-05 12:26:26,2225.0,Success,Utilities,Desktop,North,UPI,USR08981
TXN0025402,2023-07-05 12:27:26,50.0,Success,Electronics,Mobile,East,UPI,USR02297
TXN0025403,2023-07-05 12:27:46,562.12,Success,Utilities,Desktop,West,Net Banking,USR01771
TXN0025404,2023-07-05 12:30:05,4372.06,Success,Healthcare,Mobile,Central,Debit Card,USR08040
TXN0025405,2023-07-05 12:30:13,20676.55,Failed,Retail,Tablet,East,Debit Card,USR06739
TXN0025406,2023-07-05 12:32:04,2412.37,Success,Electronics,Desktop,West,Credit Card,USR03521
TXN0025407,2023-07-05 12:40:03,1139.34,Success,Retail,Desktop,East,UPI,USR02951
TXN0025408,2023-07-05 12:46:15,447.73,Success,Utilities,Mobile,West,Debit Card,USR03563
TXN0025409,2023-07-05 12:53:24,726.39,Success,Travel,Desktop,South,Net Banking,USR08955
TXN0025410,2023-07-05 12:57:14,1706.06,Success,Retail,Mobile,North,Credit Card,USR03276
TXN0025411,2023-07-05 12:58:38,2627.67,Success,Travel,Mobile,Central,UPI,USR02897
TXN0025412,2023-07-05 13:16:20,755.25,Failed,Utilities,Desktop,South,Net Banking,USR03200
TXN0025413,2023-07-05 13:20:36,1755.33,Success,Retail,Desktop,North,UPI,USR04039
TXN0025414,2023-07-05 13:22:57,3428.4,Success,Travel,Tablet,West,Debit Card,USR08708
TXN0025415,2023-07-05 13:24:07,5778.37,Success,Utilities,Mobile,North,Credit Card,USR03688
TXN0025416,2023-07-05 13:27:28,2331.88,Success,Food & Dining,Desktop,West,Credit Card,USR09857
TXN0025417,2023-07-05 13:32:28,1073.45,Success,Retail,Mobile,South,Net Banking,USR04269
TXN0025418,2023-07-05 13:35:02,319.52,Success,Utilities,Mobile,North,Wallet,USR03512
TXN0025419,2023-07-05 13:35:56,1256.21,Success,Food & Dining,Desktop,South,UPI,USR06600
TXN0025420,2023-07-05 13:39:24,4877.84,Success,Electronics,Mobile,South,UPI,USR08043
TXN0025421,2023-07-05 13:45:54,2326.76,Success,Electronics,Desktop,West,Debit Card,USR01041
TXN0025422,2023-07-05 13:54:37,3247.44,Success,Healthcare,Mobile,West,UPI,USR04539
TXN0025423,2023-07-05 14:02:07,4775.05,Success,Entertainment,Mobile,North,Credit Card,USR07867
TXN0025424,2023-07-05 14:06:18,8136.5,Success,Electronics,Desktop,West,UPI,USR00188
TXN0025425,2023-07-05 14:19:24,3684.61,Success,Electronics,Mobile,West,Debit Card,USR01074
TXN0025426,2023-07-05 14:29:11,3000.08,Success,Utilities,Desktop,North,Credit Card,USR02187
TXN0025427,2023-07-05 14:32:50,84.34,Success,Entertainment,Desktop,West,Debit Card,USR04571
TXN0025428,2023-07-05 14:43:59,3597.28,Success,Retail,Mobile,East,Credit Card,USR08861
TXN0025429,2023-07-05 14:53:23,16969.27,Success,Retail,Mobile,Central,UPI,USR02872
TXN0025430,2023-07-05 14:56:55,347.32,Success,Healthcare,Tablet,South,Credit Card,USR04316
TXN0025431,2023-07-05 15:00:34,6361.0,Success,Utilities,Mobile,North,Credit Card,USR08007
TXN0025432,2023-07-05 15:04:29,7045.83,Success,Travel,Mobile,West,Debit Card,USR00843
TXN0025433,2023-07-05 15:26:03,2619.32,Success,Healthcare,Desktop,South,UPI,USR05063
TXN0025434,2023-07-05 15:29:28,293.5,Success,Food & Dining,Desktop,Central,Credit Card,USR07858
TXN0025435,2023-07-05 15:38:22,328.23,Success,Travel,Tablet,North,Credit Card,USR07418
TXN0025436,2023-07-05 15:42:40,2231.3,Success,Healthcare,Desktop,East,Net Banking,USR06657
TXN0025437,2023-07-05 15:43:29,11511.1,Success,Retail,Mobile,North,Debit Card,USR09437
TXN0025438,2023-07-05 15:45:53,244.6,Success,Utilities,Mobile,North,Debit Card,USR09150
TXN0025439,2023-07-05 15:51:33,1284.1,Success,Travel,Tablet,North,Debit Card,USR05364
TXN0025440,2023-07-05 15:57:26,4378.92,Success,Travel,Tablet,South,UPI,USR00843
TXN0025441,2023-07-05 16:05:30,1134.65,Success,Food & Dining,Desktop,South,Wallet,USR06401
TXN0025442,2023-07-05 16:05:58,1363.42,Success,Utilities,Mobile,East,Credit Card,USR05819
TXN0025443,2023-07-05 16:31:21,10388.09,Success,Utilities,Desktop,South,Debit Card,USR01078
TXN0025444,2023-07-05 16:34:00,3892.98,Success,Food & Dining,Mobile,West,Debit Card,USR08381
TXN0025445,2023-07-05 17:06:27,3211.04,Success,Food & Dining,Mobile,South,Debit Card,USR04579
TXN0025446,2023-07-05 17:10:15,412.56,Success,Retail,Desktop,South,Credit Card,USR08011
TXN0025447,2023-07-05 17:10:22,837.51,Success,Food & Dining,Desktop,East,UPI,USR00074
TXN0025448,2023-07-05 17:17:09,2156.83,Success,Utilities,Desktop,South,UPI,USR08796
TXN0025449,2023-07-05 17:17:55,1762.83,Success,Healthcare,Mobile,Central,Debit Card,USR01074
TXN0025450,2023-07-05 17:24:30,2663.06,Success,Retail,Desktop,West,Net Banking,USR03606
TXN0025451,2023-07-05 17:28:45,10253.91,Success,Food & Dining,Desktop,Central,Debit Card,USR08704
TXN0025452,2023-07-05 17:33:24,1826.83,Success,Utilities,Mobile,West,UPI,USR04938
TXN0025453,2023-07-05 17:40:27,3335.19,Success,Retail,Desktop,West,Net Banking,USR00836
TXN0025454,2023-07-05 18:00:01,50.0,Success,Food & Dining,Mobile,North,Debit Card,USR01940
TXN0025455,2023-07-05 18:06:01,979.38,Success,Healthcare,Mobile,Central,Credit Card,USR07675
TXN0025456,2023-07-05 18:17:48,3602.77,Success,Food & Dining,Desktop,West,UPI,USR02328
TXN0025457,2023-07-05 18:46:02,871.34,Success,Retail,Desktop,East,Debit Card,USR05083
TXN0025458,2023-07-05 18:55:20,575.01,Success,Food & Dining,Mobile,West,Wallet,USR02175
TXN0025459,2023-07-05 19:01:40,24285.08,Success,Travel,Mobile,South,Debit Card,USR06320
TXN0025460,2023-07-05 19:14:27,4262.32,Success,Food & Dining,Mobile,West,Credit Card,USR01619
TXN0025461,2023-07-05 19:42:51,938.75,Success,Travel,Mobile,North,UPI,USR08824
TXN0025462,2023-07-05 19:56:18,6991.88,Success,Utilities,Mobile,South,Credit Card,USR00519
TXN0025463,2023-07-05 20:02:23,1101.68,Success,Healthcare,Tablet,East,UPI,USR04197
TXN0025464,2023-07-05 20:06:15,351.94,Success,Food & Dining,Mobile,West,Credit Card,USR00199
TXN0025465,2023-07-05 20:10:13,939.01,Success,Electronics,Mobile,North,UPI,USR04564
TXN0025466,2023-07-05 20:48:12,711.81,Success,Travel,Mobile,East,UPI,USR00580
TXN0025467,2023-07-05 20:48:35,848.01,Success,Electronics,Mobile,North,UPI,USR00802
TXN0025468,2023-07-05 21:04:35,486.23,Success,Food & Dining,Mobile,North,UPI,USR05522
TXN0025469,2023-07-05 21:07:51,1760.17,Success,Travel,Mobile,East,Credit Card,USR06297
TXN0025470,2023-07-05 21:19:36,4139.42,Success,Food & Dining,Desktop,East,UPI,USR05665
TXN0025471,2023-07-05 21:22:13,1427.23,Failed,Retail,Mobile,South,UPI,USR02525
TXN0025472,2023-07-05 21:35:07,1364.6,Success,Healthcare,Mobile,South,UPI,USR06492
TXN0025473,2023-07-05 21:52:02,2988.03,Success,Retail,Desktop,South,UPI,USR06423
TXN0025474,2023-07-05 21:53:44,1340.83,Failed,Travel,Mobile,South,Credit Card,USR06901
TXN0025475,2023-07-05 22:15:08,3644.6,Failed,Retail,Mobile,South,Credit Card,USR00769
TXN0025476,2023-07-05 22:21:52,1452.28,Success,Utilities,Mobile,South,Debit Card,USR05836
TXN0025477,2023-07-05 22:43:18,5690.5,Success,Utilities,Tablet,East,UPI,USR03653
TXN0025478,2023-07-05 23:02:36,1590.7,Failed,Healthcare,Tablet,East,UPI,USR07969
TXN0025479,2023-07-05 23:41:17,641.58,Success,Retail,Mobile,Central,Debit Card,USR01912
TXN0025480,2023-07-05 23:55:20,5225.24,Success,Food & Dining,Desktop,East,UPI,USR09768
TXN0025481,2023-07-06 00:31:58,11237.07,Failed,Healthcare,Mobile,West,UPI,USR01895
TXN0025482,2023-07-06 01:01:16,698.46,Failed,Food & Dining,Desktop,North,UPI,USR06082
TXN0025483,2023-07-06 01:02:53,4410.78,Failed,Electronics,Mobile,South,Net Banking,USR06140
TXN0025484,2023-07-06 01:53:21,484.86,Success,Food & Dining,Desktop,Central,Net Banking,USR06426
TXN0025485,2023-07-06 01:55:00,187.08,Success,Entertainment,Mobile,East,Credit Card,USR04369
TXN0025486,2023-07-06 02:00:53,4763.83,Success,Healthcare,Mobile,South,Credit Card,USR05228
TXN0025487,2023-07-06 02:45:12,3192.61,Failed,Utilities,Mobile,West,Credit Card,USR07069
TXN0025488,2023-07-06 02:53:25,2325.16,Failed,Food & Dining,Mobile,West,UPI,USR04802
TXN0025489,2023-07-06 03:25:19,1993.02,Success,Utilities,Mobile,South,Credit Card,USR09394
TXN0025490,2023-07-06 04:01:26,5330.33,Success,Utilities,Desktop,South,Net Banking,USR01870
TXN0025491,2023-07-06 04:53:37,765.2,Success,Electronics,Mobile,South,UPI,USR02753
TXN0025492,2023-07-06 05:14:18,10991.4,Failed,Healthcare,Mobile,South,Credit Card,USR05964
TXN0025493,2023-07-06 05:29:35,4166.17,Success,Electronics,Desktop,East,Debit Card,USR00658
TXN0025494,2023-07-06 05:40:13,422.68,Success,Healthcare,Mobile,East,UPI,USR04052
TXN0025495,2023-07-06 05:44:19,561.24,Success,Retail,Tablet,Central,UPI,USR06895
TXN0025496,2023-07-06 05:51:48,566.95,Failed,Food & Dining,Mobile,South,Net Banking,USR04605
TXN0025497,2023-07-06 06:08:42,3647.34,Success,Food & Dining,Desktop,West,Debit Card,USR03191
TXN0025498,2023-07-06 06:27:39,2774.9,Success,Entertainment,Mobile,Central,Credit Card,USR00089
TXN0025499,2023-07-06 07:01:36,869.63,Success,Food & Dining,Mobile,East,Net Banking,USR07129
TXN0025500,2023-07-06 07:13:43,1846.85,Success,Retail,Desktop,South,Wallet,USR03643
TXN0025501,2023-07-06 07:18:20,5856.79,Success,Food & Dining,Desktop,West,Credit Card,USR00429
TXN0025502,2023-07-06 07:21:30,4847.64,Success,Food & Dining,Mobile,East,Wallet,USR06258
TXN0025503,2023-07-06 07:23:58,1991.16,Success,Electronics,Mobile,East,Wallet,USR03888
TXN0025504,2023-07-06 07:24:03,4229.31,Success,Utilities,Desktop,South,Net Banking,USR00607
TXN0025505,2023-07-06 07:30:47,13266.98,Success,Utilities,Tablet,West,UPI,USR05961
TXN0025506,2023-07-06 08:01:51,3775.93,Failed,Travel,Desktop,North,Credit Card,USR07679
TXN0025507,2023-07-06 08:04:19,314.02,Success,Electronics,Desktop,North,Credit Card,USR03572
TXN0025508,2023-07-06 08:12:11,1871.48,Success,Travel,Mobile,West,UPI,USR06329
TXN0025509,2023-07-06 08:25:29,3244.03,Success,Food & Dining,Mobile,North,UPI,USR09074
TXN0025510,2023-07-06 08:30:54,7071.03,Success,Food & Dining,Mobile,Central,UPI,USR01468
TXN0025511,2023-07-06 08:32:01,1022.07,Success,Retail,Desktop,West,Credit Card,USR04765
TXN0025512,2023-07-06 08:35:04,6209.79,Success,Food & Dining,Mobile,Central,Credit Card,USR00063
TXN0025513,2023-07-06 08:44:09,1249.33,Success,Food & Dining,Tablet,Central,Credit Card,USR08168
TXN0025514,2023-07-06 08:44:37,767.52,Failed,Electronics,Mobile,West,Credit Card,USR09433
TXN0025515,2023-07-06 08:58:20,413.44,Success,Utilities,Desktop,West,UPI,USR04859
TXN0025516,2023-07-06 08:59:57,615.02,Failed,Retail,Mobile,Central,Credit Card,USR03807
TXN0025517,2023-07-06 09:02:04,2175.68,Success,Electronics,Mobile,West,UPI,USR01258
TXN0025518,2023-07-06 09:10:18,1776.51,Failed,Electronics,Mobile,Central,UPI,USR06024
TXN0025519,2023-07-06 09:15:56,1001.02,Success,Utilities,Mobile,West,Debit Card,USR01335
TXN0025520,2023-07-06 09:30:54,1857.93,Success,Electronics,Desktop,Central,UPI,USR09060
TXN0025521,2023-07-06 09:35:08,4745.13,Success,Entertainment,Mobile,East,Debit Card,USR05541
TXN0025522,2023-07-06 09:50:51,23239.33,Success,Food & Dining,Desktop,Central,Credit Card,USR06241
TXN0025523,2023-07-06 09:52:23,1515.18,Success,Utilities,Desktop,North,UPI,USR07373
TXN0025524,2023-07-06 09:53:08,13841.0,Success,Utilities,Desktop,South,Net Banking,USR06651
TXN0025525,2023-07-06 09:53:56,1939.82,Success,Food & Dining,Tablet,West,UPI,USR03259
TXN0025526,2023-07-06 09:56:13,811.44,Success,Utilities,Mobile,South,Debit Card,USR00005
TXN0025527,2023-07-06 10:09:01,10606.79,Success,Utilities,Desktop,West,UPI,USR09916
TXN0025528,2023-07-06 10:09:42,816.26,Success,Travel,Tablet,North,UPI,USR03630
TXN0025529,2023-07-06 10:11:53,1548.77,Success,Food & Dining,Mobile,East,Debit Card,USR00788
TXN0025530,2023-07-06 10:14:07,1120.07,Success,Food & Dining,Desktop,South,Credit Card,USR06854
TXN0025531,2023-07-06 10:30:06,60106.89,Success,Travel,Mobile,North,UPI,USR05585
TXN0025532,2023-07-06 10:36:50,851.13,Success,Electronics,Mobile,Central,Net Banking,USR06371
TXN0025533,2023-07-06 10:45:44,613.98,Success,Entertainment,Mobile,North,Debit Card,USR02034
TXN0025534,2023-07-06 10:56:18,10234.35,Success,Food & Dining,Mobile,East,Credit Card,USR08886
TXN0025535,2023-07-06 11:08:12,1107.77,Success,Retail,Desktop,Central,Credit Card,USR03624
TXN0025536,2023-07-06 11:15:02,338.26,Success,Utilities,Mobile,North,Debit Card,USR06756
TXN0025537,2023-07-06 11:26:32,5894.51,Success,Electronics,Desktop,South,Credit Card,USR06432
TXN0025538,2023-07-06 11:34:13,539.7,Success,Entertainment,Mobile,North,UPI,USR06639
TXN0025539,2023-07-06 11:44:16,1202.4,Success,Healthcare,Tablet,South,Net Banking,USR07247
TXN0025540,2023-07-06 11:48:04,4407.85,Success,Retail,Desktop,South,UPI,USR00399
TXN0025541,2023-07-06 11:49:03,2589.64,Success,Retail,Desktop,South,Credit Card,USR01346
TXN0025542,2023-07-06 11:49:08,738.17,Success,Food & Dining,Mobile,North,Wallet,USR07650
TXN0025543,2023-07-06 11:50:39,1489.06,Success,Electronics,Desktop,South,Debit Card,USR03002
TXN0025544,2023-07-06 12:07:54,643.79,Success,Retail,Mobile,North,UPI,USR09125
TXN0025545,2023-07-06 12:16:00,7428.47,Success,Utilities,Desktop,North,UPI,USR08917
TXN0025546,2023-07-06 12:25:19,2679.74,Success,Entertainment,Mobile,Central,Net Banking,USR06514
TXN0025547,2023-07-06 12:28:22,154.14,Success,Entertainment,Mobile,South,UPI,USR06473
TXN0025548,2023-07-06 12:28:39,102.17,Success,Food & Dining,Tablet,South,UPI,USR05558
TXN0025549,2023-07-06 12:30:10,3621.36,Success,Retail,Mobile,East,Net Banking,USR09382
TXN0025550,2023-07-06 12:46:13,2022.46,Success,Food & Dining,Mobile,West,Net Banking,USR08006
TXN0025551,2023-07-06 12:47:28,4972.11,Failed,Food & Dining,Mobile,West,Credit Card,USR07809
TXN0025552,2023-07-06 12:47:44,371.8,Success,Food & Dining,Desktop,South,UPI,USR06756
TXN0025553,2023-07-06 12:54:45,1694.92,Success,Entertainment,Tablet,South,Net Banking,USR03518
TXN0025554,2023-07-06 12:59:01,3428.74,Success,Retail,Mobile,Central,Wallet,USR06300
TXN0025555,2023-07-06 13:02:35,434.13,Failed,Utilities,Mobile,North,Net Banking,USR02364
TXN0025556,2023-07-06 13:05:09,541.22,Failed,Electronics,Desktop,North,Debit Card,USR04767
TXN0025557,2023-07-06 13:18:32,1097.72,Success,Travel,Desktop,South,UPI,USR05067
TXN0025558,2023-07-06 13:38:05,22988.32,Success,Retail,Mobile,Central,Credit Card,USR05141
TXN0025559,2023-07-06 13:57:41,1011.6,Success,Healthcare,Desktop,Central,Net Banking,USR09452
TXN0025560,2023-07-06 14:08:05,4093.78,Success,Healthcare,Desktop,Central,Credit Card,USR06108
TXN0025561,2023-07-06 14:16:52,5715.83,Success,Utilities,Mobile,West,Debit Card,USR01631
TXN0025562,2023-07-06 14:23:24,1158.69,Failed,Retail,Mobile,Central,UPI,USR05124
TXN0025563,2023-07-06 14:37:01,2291.23,Failed,Electronics,Mobile,South,Net Banking,USR02267
TXN0025564,2023-07-06 14:49:00,167.27,Success,Food & Dining,Mobile,East,Net Banking,USR00336
TXN0025565,2023-07-06 14:54:49,18275.09,Failed,Utilities,Mobile,North,Debit Card,USR07698
TXN0025566,2023-07-06 15:28:57,1987.1,Success,Retail,Desktop,East,UPI,USR00803
TXN0025567,2023-07-06 15:31:00,1476.86,Success,Food & Dining,Desktop,South,Wallet,USR07957
TXN0025568,2023-07-06 15:35:34,343.94,Success,Healthcare,Desktop,Central,UPI,USR09536
TXN0025569,2023-07-06 15:45:27,834.47,Failed,Travel,Mobile,Central,Net Banking,USR03740
TXN0025570,2023-07-06 15:54:10,34388.38,Success,Healthcare,Mobile,West,Net Banking,USR06208
TXN0025571,2023-07-06 15:54:14,1441.95,Success,Electronics,Mobile,South,Credit Card,USR05507
TXN0025572,2023-07-06 16:03:02,854.31,Success,Food & Dining,Desktop,North,Credit Card,USR00141
TXN0025573,2023-07-06 16:10:33,933.33,Success,Food & Dining,Desktop,East,Credit Card,USR00654
TXN0025574,2023-07-06 16:16:00,54.83,Success,Electronics,Desktop,South,Debit Card,USR05527
TXN0025575,2023-07-06 16:16:07,1677.61,Success,Retail,Desktop,South,Debit Card,USR01802
TXN0025576,2023-07-06 16:16:07,2848.22,Success,Electronics,Desktop,South,Debit Card,USR05483
TXN0025577,2023-07-06 16:17:09,605.65,Success,Utilities,Mobile,South,Wallet,USR01674
TXN0025578,2023-07-06 16:21:52,2482.11,Success,Food & Dining,Desktop,North,Debit Card,USR05611
TXN0025579,2023-07-06 16:25:19,2493.53,Success,Food & Dining,Mobile,East,Net Banking,USR02565
TXN0025580,2023-07-06 16:29:37,50.0,Success,Utilities,Mobile,Central,UPI,USR07212
TXN0025581,2023-07-06 16:42:09,2383.7,Success,Utilities,Mobile,West,Debit Card,USR06423
TXN0025582,2023-07-06 16:43:06,3371.09,Success,Travel,Mobile,West,UPI,USR01669
TXN0025583,2023-07-06 16:46:46,573.17,Success,Utilities,Desktop,West,UPI,USR08211
TXN0025584,2023-07-06 17:05:13,4421.55,Failed,Food & Dining,Tablet,North,Credit Card,USR01673
TXN0025585,2023-07-06 17:06:40,443.7,Success,Utilities,Mobile,North,UPI,USR08251
TXN0025586,2023-07-06 17:08:33,2173.01,Success,Electronics,Desktop,North,Debit Card,USR00528
TXN0025587,2023-07-06 17:23:39,2161.32,Success,Retail,Tablet,North,Debit Card,USR05917
TXN0025588,2023-07-06 17:26:04,5980.64,Success,Travel,Mobile,North,Debit Card,USR03652
TXN0025589,2023-07-06 17:27:59,3549.76,Success,Travel,Mobile,Central,Credit Card,USR00895
TXN0025590,2023-07-06 17:28:07,1303.76,Success,Healthcare,Mobile,West,Wallet,USR06966
TXN0025591,2023-07-06 17:32:48,44581.5,Success,Utilities,Mobile,North,Debit Card,USR05152
TXN0025592,2023-07-06 17:49:00,10232.0,Success,Utilities,Desktop,Central,UPI,USR07327
TXN0025593,2023-07-06 17:50:05,567.09,Success,Retail,Desktop,South,Net Banking,USR05010
TXN0025594,2023-07-06 17:51:36,1313.03,Success,Electronics,Mobile,South,Debit Card,USR01770
TXN0025595,2023-07-06 17:57:05,1527.62,Success,Electronics,Desktop,South,Credit Card,USR02853
TXN0025596,2023-07-06 17:59:17,298.54,Failed,Travel,Tablet,North,Credit Card,USR02518
TXN0025597,2023-07-06 18:02:49,598.46,Failed,Travel,Mobile,North,Debit Card,USR04670
TXN0025598,2023-07-06 18:05:11,3980.36,Success,Electronics,Mobile,Central,UPI,USR05685
TXN0025599,2023-07-06 18:05:15,1971.07,Failed,Travel,Mobile,East,Debit Card,USR08568
TXN0025600,2023-07-06 18:13:04,420.4,Success,Utilities,Mobile,North,Credit Card,USR09336
TXN0025601,2023-07-06 18:18:54,1458.83,Failed,Retail,Mobile,West,Debit Card,USR09945
TXN0025602,2023-07-06 18:24:12,513.87,Success,Retail,Mobile,South,Credit Card,USR04320
TXN0025603,2023-07-06 18:32:07,935.56,Success,Food & Dining,Tablet,Central,Net Banking,USR00214
TXN0025604,2023-07-06 18:42:44,55710.85,Failed,Travel,Mobile,West,Net Banking,USR07158
TXN0025605,2023-07-06 18:45:22,2427.78,Success,Healthcare,Mobile,West,UPI,USR07146
TXN0025606,2023-07-06 18:48:22,4649.71,Success,Retail,Mobile,North,UPI,USR00294
TXN0025607,2023-07-06 18:55:40,5964.79,Success,Entertainment,Desktop,East,Credit Card,USR00068
TXN0025608,2023-07-06 19:04:18,2327.47,Success,Food & Dining,Desktop,Central,Debit Card,USR08745
TXN0025609,2023-07-06 19:08:29,2235.95,Success,Food & Dining,Desktop,North,UPI,USR07496
TXN0025610,2023-07-06 19:25:27,3919.45,Success,Retail,Mobile,North,UPI,USR08078
TXN0025611,2023-07-06 19:28:57,2003.24,Success,Travel,Mobile,North,Debit Card,USR06416
TXN0025612,2023-07-06 19:31:13,2436.56,Success,Food & Dining,Desktop,South,Net Banking,USR04689
TXN0025613,2023-07-06 19:39:42,1604.11,Success,Retail,Mobile,East,Credit Card,USR01086
TXN0025614,2023-07-06 19:47:27,1009.99,Success,Healthcare,Desktop,East,UPI,USR09229
TXN0025615,2023-07-06 19:48:33,242.87,Success,Utilities,Desktop,East,Debit Card,USR01798
TXN0025616,2023-07-06 20:09:22,590.24,Failed,Retail,Desktop,West,UPI,USR01353
TXN0025617,2023-07-06 20:18:54,1209.99,Success,Food & Dining,Mobile,East,Debit Card,USR07454
TXN0025618,2023-07-06 20:20:22,1397.6,Success,Retail,Mobile,South,Debit Card,USR00497
TXN0025619,2023-07-06 20:38:43,7663.81,Success,Entertainment,Mobile,East,Net Banking,USR08177
TXN0025620,2023-07-06 20:52:11,2467.35,Success,Food & Dining,Tablet,Central,UPI,USR04039
TXN0025621,2023-07-06 20:53:14,2715.5,Failed,Healthcare,Mobile,West,Net Banking,USR05520
TXN0025622,2023-07-06 21:02:16,310.82,Success,Utilities,Mobile,Central,Debit Card,USR08746
TXN0025623,2023-07-06 21:19:32,1413.72,Success,Food & Dining,Mobile,North,Debit Card,USR06305
TXN0025624,2023-07-06 21:19:36,550.7,Success,Travel,Mobile,North,Credit Card,USR05187
TXN0025625,2023-07-06 21:40:54,14905.5,Success,Food & Dining,Mobile,South,Debit Card,USR05857
TXN0025626,2023-07-06 21:43:16,585.03,Success,Food & Dining,Desktop,West,UPI,USR08893
TXN0025627,2023-07-06 22:20:05,3043.88,Success,Entertainment,Mobile,Central,Net Banking,USR09470
TXN0025628,2023-07-06 22:34:51,47484.74,Success,Food & Dining,Mobile,West,Debit Card,USR08666
TXN0025629,2023-07-06 23:01:21,3109.29,Success,Healthcare,Desktop,North,Credit Card,USR05650
TXN0025630,2023-07-06 23:07:55,50.0,Failed,Utilities,Mobile,South,UPI,USR05178
TXN0025631,2023-07-06 23:28:30,6390.35,Success,Travel,Mobile,South,Net Banking,USR08765
TXN0025632,2023-07-07 00:28:52,1619.01,Success,Entertainment,Mobile,Central,Debit Card,USR09635
TXN0025633,2023-07-07 00:32:23,289.08,Success,Electronics,Desktop,South,Credit Card,USR04103
TXN0025634,2023-07-07 01:50:31,2092.12,Success,Utilities,Desktop,Central,Net Banking,USR05021
TXN0025635,2023-07-07 01:55:38,4011.49,Failed,Electronics,Mobile,North,UPI,USR07046
TXN0025636,2023-07-07 02:44:06,390.37,Success,Food & Dining,Mobile,West,UPI,USR04830
TXN0025637,2023-07-07 02:55:24,3121.62,Success,Food & Dining,Mobile,East,UPI,USR08637
TXN0025638,2023-07-07 04:38:39,2836.5,Failed,Food & Dining,Mobile,South,UPI,USR06231
TXN0025639,2023-07-07 04:40:07,8828.97,Success,Utilities,Mobile,South,Credit Card,USR02406
TXN0025640,2023-07-07 04:53:59,1877.15,Success,Utilities,Mobile,South,Credit Card,USR07528
TXN0025641,2023-07-07 04:59:47,3123.24,Success,Food & Dining,Desktop,Central,Net Banking,USR05640
TXN0025642,2023-07-07 05:00:13,274.57,Success,Utilities,Mobile,South,UPI,USR02873
TXN0025643,2023-07-07 05:21:45,3004.81,Success,Travel,Mobile,North,UPI,USR02613
TXN0025644,2023-07-07 05:29:41,2675.23,Success,Retail,Desktop,North,Net Banking,USR01782
TXN0025645,2023-07-07 05:58:03,1217.58,Success,Food & Dining,Desktop,West,Credit Card,USR00404
TXN0025646,2023-07-07 06:02:08,3516.66,Success,Travel,Mobile,North,Net Banking,USR09280
TXN0025647,2023-07-07 06:10:59,6243.2,Success,Entertainment,Tablet,Central,UPI,USR00504
TXN0025648,2023-07-07 06:22:16,875.46,Success,Entertainment,Mobile,Central,Wallet,USR03694
TXN0025649,2023-07-07 06:38:11,1175.06,Success,Travel,Tablet,East,UPI,USR09542
TXN0025650,2023-07-07 06:45:40,26897.96,Success,Electronics,Mobile,East,Wallet,USR09103
TXN0025651,2023-07-07 07:18:50,219.35,Success,Electronics,Desktop,Central,UPI,USR05035
TXN0025652,2023-07-07 07:19:06,7415.31,Success,Entertainment,Mobile,North,UPI,USR07573
TXN0025653,2023-07-07 07:20:03,35327.96,Failed,Retail,Mobile,South,UPI,USR01910
TXN0025654,2023-07-07 07:21:18,284.41,Failed,Electronics,Tablet,East,Credit Card,USR00558
TXN0025655,2023-07-07 07:34:33,11820.0,Success,Electronics,Mobile,East,UPI,USR00883
TXN0025656,2023-07-07 07:34:44,4802.3,Success,Entertainment,Desktop,West,UPI,USR08970
TXN0025657,2023-07-07 07:39:30,6029.77,Success,Electronics,Tablet,South,Wallet,USR05034
TXN0025658,2023-07-07 08:15:09,2443.63,Success,Healthcare,Desktop,South,Credit Card,USR03822
TXN0025659,2023-07-07 08:19:35,860.61,Success,Food & Dining,Desktop,North,Debit Card,USR05768
TXN0025660,2023-07-07 08:24:50,640.49,Success,Utilities,Mobile,Central,Credit Card,USR08098
TXN0025661,2023-07-07 08:25:22,1272.52,Success,Retail,Mobile,South,UPI,USR01491
TXN0025662,2023-07-07 08:27:36,7177.97,Failed,Retail,Desktop,South,Debit Card,USR03903
TXN0025663,2023-07-07 08:28:40,11979.54,Failed,Electronics,Desktop,South,UPI,USR06152
TXN0025664,2023-07-07 08:29:58,13609.52,Success,Utilities,Mobile,North,Debit Card,USR09000
TXN0025665,2023-07-07 08:56:33,1306.82,Failed,Electronics,Mobile,East,Debit Card,USR04070
TXN0025666,2023-07-07 08:59:28,540.42,Failed,Electronics,Desktop,East,UPI,USR01467
TXN0025667,2023-07-07 09:13:23,1745.27,Success,Food & Dining,Desktop,Central,Credit Card,USR05871
TXN0025668,2023-07-07 09:23:32,17526.97,Success,Food & Dining,Desktop,West,Net Banking,USR00295
TXN0025669,2023-07-07 09:24:10,1768.46,Success,Retail,Mobile,Central,Debit Card,USR03089
