date,total,failed,daily_fail_rate,rolling_7d_rate
2024-05-02,147,26,0.17687074829931973,0.1658481914833901
2024-05-03,135,30,0.2222222222222222,0.17074858564552928
2024-05-04,120,17,0.14166666666666666,0.17604737182666838
2024-05-05,144,17,0.11805555555555555,0.16574947332454454
2024-05-06,153,31,0.20261437908496732,0.16375716897180556
2024-05-07,136,25,0.18382352941176472,0.16637944090216045
2024-05-08,145,17,0.11724137931034483,0.16607064007869157
2024-05-09,145,27,0.18620689655172415,0.16740437554332077
2024-05-10,157,23,0.1464968152866242,0.15658646026680678
2024-05-11,127,18,0.14173228346456693,0.15659583409507824
2024-05-12,142,19,0.13380281690140844,0.15884544285877153
2024-05-13,130,15,0.11538461538461539,0.14638404804443553
2024-05-14,130,21,0.16153846153846155,0.14320046691967794
2024-05-15,161,25,0.15527950310559005,0.14863448460471296
2024-05-16,141,28,0.19858156028368795,0.1504022937092792
2024-05-17,140,24,0.17142857142857143,0.15396397315812882
2024-05-18,149,26,0.174496644295302,0.15864459613394813
2024-05-19,154,16,0.1038961038961039,0.15437220856176176
2024-05-20,150,27,0.18,0.16360297779253097
2024-05-21,132,20,0.15151515151515152,0.16217107636062952
2024-05-22,141,22,0.15602836879432624,0.16227805717330618
2024-05-23,144,17,0.11805555555555555,0.15077434221214436
2024-05-24,130,20,0.15384615384615385,0.148262568271799
2024-05-25,130,20,0.15384615384615385,0.145312498207635
2024-05-26,154,27,0.17532467532467533,0.15551657984028805
2024-05-27,144,24,0.16666666666666666,0.15361181793552614
2024-05-28,137,20,0.145985401459854,0.1528218536419122
2024-05-29,155,30,0.1935483870967742,0.15818185625654763
2024-05-30,150,17,0.11333333333333333,0.15750725308194444
2024-05-31,135,18,0.13333333333333333,0.15457685015154152
2024-06-01,135,20,0.14814814814814814,0.1537628493375407
2024-06-02,149,22,0.1476510067114094,0.14980946810707413
2024-06-03,150,23,0.15333333333333332,0.14790470620231225
2024-06-04,141,25,0.1773049645390071,0.1523789294993341
2024-06-05,133,21,0.15789473684210525,0.14728555089152426
2024-06-06,140,18,0.12857142857142856,0.14946242163982357
2024-06-07,149,18,0.12080536912751678,0.14767271246756408
2024-06-08,148,18,0.12162162162162163,0.14388320867806031
2024-06-09,147,17,0.11564625850340136,0.139311101791202
2024-06-10,113,14,0.12389380530973451,0.1351054549306879
2024-06-11,135,25,0.18518518518518517,0.13623120073728476
2024-06-12,141,27,0.19148936170212766,0.1410304328601451
2024-06-13,131,34,0.2595419847328244,0.15974051231177308
2024-06-14,119,25,0.21008403361344538,0.1724946072383343
2024-06-15,128,30,0.234375,0.18860223272095977
2024-06-16,123,23,0.18699186991869918,0.1987944629231452
2024-06-17,136,22,0.16176470588235295,0.2042045915763764
2024-06-18,125,20,0.16,0.20060670797849278
2024-06-19,142,26,0.18309859154929578,0.19940802652808823
2024-06-20,146,26,0.1780821917808219,0.18777091324923073
2024-06-21,136,17,0.125,0.17561605130445285
2024-06-22,148,24,0.16216216216216217,0.16529993161333315
2024-06-23,143,22,0.15384615384615385,0.16056482931725524
2024-06-24,135,19,0.14074074074074075,0.15756140572559635
2024-06-25,141,21,0.14893617021276595,0.15598085861313435
2024-06-26,144,25,0.1736111111111111,0.15462550426482227
2024-06-27,156,28,0.1794871794871795,0.15482621679430192
2024-06-28,109,16,0.14678899082568808,0.15793892976940022
2024-06-29,124,11,0.08870967741935484,0.14744571766328488
2024-06-30,150,21,0.14,0.1454676956852629
2024-07-01,149,25,0.16778523489932887,0.14933119485077545
2024-07-02,153,19,0.12418300653594772,0.14579502861123
2024-07-03,137,22,0.16058394160583941,0.1439340043961912
2024-07-04,155,21,0.13548387096774195,0.13764781746484298
2024-07-05,138,19,0.13768115942028986,0.13634669869264324
2024-07-06,158,29,0.18354430379746836,0.14989450246094518
2024-07-07,146,23,0.15753424657534246,0.15239939482885126
2024-07-08,149,18,0.12080536912751678,0.1456879854328781
2024-07-09,126,16,0.12698412698412698,0.1460881454969037
2024-07-10,140,19,0.1357142857142857,0.142535337512396
2024-07-11,126,23,0.18253968253968253,0.14925759630838753
2024-07-12,127,15,0.11811023622047244,0.146461750136985
2024-07-13,153,17,0.1111111111111111,0.13611415118179113
2024-07-14,110,21,0.19090909090909092,0.14088198608661234
2024-07-15,149,17,0.11409395973154363,0.13992321331575905
2024-07-16,118,15,0.1271186440677966,0.13994243004199755
2024-07-17,128,19,0.1484375,0.1417600320828139
2024-07-18,136,19,0.13970588235294118,0.13564091777042228
2024-07-19,142,20,0.14084507042253522,0.1388887512278598
2024-07-20,130,25,0.19230769230769232,0.1504882628273714
2024-07-21,137,17,0.12408759124087591,0.14094233430334072
2024-07-22,138,21,0.15217391304347827,0.14638232763361708
2024-07-23,137,17,0.12408759124087591,0.14594932008691414
2024-07-24,133,18,0.13533834586466165,0.14407801235329434
2024-07-25,144,22,0.1527777777777778,0.14594542598541388
2024-07-26,141,18,0.1276595744680851,0.14406178370620673
2024-07-27,135,17,0.1259259259259259,0.13457867422309724
2024-07-28,130,23,0.17692307692307693,0.14212660074912595
2024-07-29,140,13,0.09285714285714286,0.13365277643679233
2024-07-30,137,24,0.17518248175182483,0.14095204650978502
2024-07-31,128,17,0.1328125,0.14059121138626193
2024-08-01,138,22,0.15942028985507245,0.1415401416830183
2024-08-02,130,21,0.16153846153846155,0.14637998269307206
2024-08-03,135,30,0.2222222222222222,0.16013659644968584
2024-08-04,146,28,0.1917808219178082,0.16225913144893317
2024-08-05,141,25,0.1773049645390071,0.17432310597491377
2024-08-06,123,25,0.2032520325203252,0.17833304179898526
2024-08-07,139,18,0.12949640287769784,0.17785931363865637
2024-08-08,143,22,0.15384615384615385,0.17706300849452514
2024-08-09,137,22,0.16058394160583941,0.17692664850415055
2024-08-10,148,20,0.13513513513513514,0.16448563606313812
2024-08-11,126,23,0.18253968253968253,0.16316547329483444
2024-08-12,160,25,0.15625,0.16015762121783345
2024-08-13,153,28,0.1830065359477124,0.15726540742174588
2024-08-14,127,23,0.18110236220472442,0.16463768732560682
2024-08-15,150,26,0.17333333333333334,0.16742157010948963
2024-08-16,134,23,0.17164179104477612,0.16900126288648057
2024-08-17,144,22,0.1527777777777778,0.17152164040685808
2024-08-18,122,10,0.08196721311475409,0.15715414477472547
2024-08-19,146,17,0.11643835616438356,0.15146676708392312
2024-08-20,139,18,0.12949640287769784,0.14382246235963533
2024-08-21,144,25,0.1736111111111111,0.14275228363197628
2024-08-22,116,20,0.1724137931034483,0.14262092074199267
2024-08-23,140,29,0.20714285714285716,0.14769250161314712
2024-08-24,134,23,0.17164179104477612,0.15038736065128974
2024-08-25,120,21,0.175,0.16367775877775342
2024-08-26,148,30,0.20270270270270271,0.17600123685465618
2024-08-27,152,27,0.17763157894736842,0.18287769057889483
2024-08-28,132,23,0.17424242424242425,0.18296787816908244
2024-08-29,130,17,0.13076923076923078,0.17701865497847993
2024-08-30,147,18,0.12244897959183673,0.16491952961404843
2024-08-31,132,19,0.14393939393939395,0.16096204431327954
2024-09-01,148,16,0.10810810810810811,0.15140605975729501
2024-09-02,126,8,0.06349206349206349,0.13151882558434652
2024-09-03,131,16,0.12213740458015267,0.12359108638903
2024-09-04,123,11,0.08943089430894309,0.11147515354138983
2024-09-05,143,22,0.15384615384615385,0.11477185683809313
2024-09-06,148,22,0.14864864864864866,0.11851466670335198
2024-09-07,116,16,0.13793103448275862,0.11765632963811835
2024-09-08,151,21,0.1390728476821192,0.12207986386297709
2024-09-09,120,21,0.175,0.1380095690783966
2024-09-10,135,21,0.15555555555555556,0.14278359064631127
2024-09-11,151,32,0.2119205298013245,0.16028211000236575
2024-09-12,122,18,0.14754098360655737,0.15938137139670913
2024-09-13,140,18,0.12857142857142856,0.1565131970999634
2024-09-14,129,24,0.18604651162790697,0.16338683669212745
2024-09-15,128,21,0.1640625,0.16695678702325328
2024-09-16,143,26,0.18181818181818182,0.16793081299727924
2024-09-17,122,13,0.10655737704918032,0.1609310732106542
2024-09-18,138,18,0.13043478260869565,0.1492902521831358
2024-09-19,145,16,0.1103448275862069,0.14397651560880004
2024-09-20,135,22,0.16296296296296298,0.14888959195044782
2024-09-21,136,8,0.058823529411764705,0.13071488020528463
2024-09-22,140,29,0.20714285714285716,0.1368692169399785
2024-09-23,141,22,0.15602836879432624,0.13318495793657054
2024-09-24,144,20,0.1388888888888889,0.1378037453422432
2024-09-25,165,24,0.14545454545454545,0.13994942574879318
2024-09-26,123,16,0.13008130081300814,0.1427689219240505
2024-09-27,151,14,0.09271523178807947,0.13273353175621
2024-09-28,117,17,0.1452991452991453,0.14508719116869292
2024-09-29,121,13,0.10743801652892562,0.13084364250955988
2024-09-30,111,16,0.14414414414414414,0.12914589613096245
2024-10-01,140,25,0.17857142857142858,0.13481483037132524
2024-10-02,140,27,0.19285714285714287,0.14158663000026772
2024-10-03,134,17,0.12686567164179105,0.1411272544043796
2024-10-04,146,29,0.19863013698630136,0.1562579551469827
2024-10-05,135,21,0.15555555555555556,0.15772315661218417
2024-10-06,155,24,0.15483870967741936,0.16449468420482613
2024-10-07,121,17,0.14049586776859505,0.16397350186546197
2024-10-08,158,28,0.17721518987341772,0.16377975348003185
2024-10-09,140,19,0.1357142857142857,0.1556164881739094
2024-10-10,155,25,0.16129032258064516,0.16053429545088857
2024-10-11,142,22,0.15492957746478872,0.15429135837638674
2024-10-12,138,24,0.17391304347826086,0.15691385665105892
2024-10-13,128,22,0.171875,0.1593476124114276
2024-10-14,124,29,0.23387096774193547,0.1726869124076191
2024-10-15,133,20,0.15037593984962405,0.16885273383279142
2024-10-16,120,21,0.175,0.17446497873075062
2024-10-17,143,26,0.18181818181818182,0.1773975300503987
2024-10-18,136,18,0.1323529411764706,0.17417229629492467
2024-10-19,158,27,0.17088607594936708,0.17373987236222557
2024-10-20,146,25,0.17123287671232876,0.17364814046398683
2024-10-21,135,27,0.2,0.1688094307865675
2024-10-22,152,25,0.16447368421052633,0.17082339426669638
2024-10-23,130,21,0.16153846153846155,0.16890031734361943
2024-10-24,122,24,0.19672131147540983,0.17102933586608057
2024-10-25,133,24,0.18045112781954886,0.17790050538652033
2024-10-26,130,19,0.14615384615384616,0.17436732970144594
2024-10-27,141,22,0.15602836879432624,0.1721952571417313
2024-10-28,134,16,0.11940298507462686,0.16068139786667796
2024-10-29,147,27,0.1836734693877551,0.16342422432056783
2024-10-30,118,22,0.1864406779661017,0.16698168381023068
2024-10-31,137,22,0.16058394160583941,0.16181920240029204
2024-11-01,132,23,0.17424242424242425,0.16093224474641712
2024-11-02,120,16,0.13333333333333333,0.1591007429149153
2024-11-03,143,21,0.14685314685314685,0.15778999692331824
2024-11-04,144,23,0.1597222222222222,0.16354988794440328
2024-11-05,148,27,0.18243243243243243,0.16337259695078574
2024-11-06,163,23,0.1411042944785276,0.15689597073827516
2024-11-07,137,25,0.18248175182481752,0.1600242293409863
2024-11-08,142,27,0.19014084507042253,0.16229543231641466
2024-11-09,151,20,0.13245033112582782,0.16216928914391388
2024-11-10,141,17,0.12056737588652482,0.15841417900582497
2024-11-11,138,10,0.07246376811594203,0.14594868556207066
2024-11-12,127,18,0.14173228346456693,0.1401343785666613
2024-11-13,125,24,0.192,0.14740519364115737
2024-11-14,143,25,0.17482517482517482,0.14631139692692272
2024-11-15,127,16,0.12598425196850394,0.13714616934093435
2024-11-16,130,29,0.2230769230769231,0.15009282533394797
2024-11-17,134,18,0.13432835820895522,0.152058679951438
2024-11-18,155,18,0.11612903225806452,0.15829657482888407
2024-11-19,140,20,0.14285714285714285,0.15845726902782348
2024-11-20,130,14,0.1076923076923077,0.14641331298386742
2024-11-21,138,27,0.1956521739130435,0.1493885985678487
2024-11-22,123,19,0.15447154471544716,0.15345821181741198
2024-11-23,147,18,0.12244897959183673,0.13908279131954251
2024-11-24,150,28,0.18666666666666668,0.146559692527787
2024-11-25,127,19,0.14960629921259844,0.15134215923557756
2024-11-26,142,25,0.176056338028169,0.15608490140286704
2024-11-27,128,20,0.15625,0.1630217145896802
2024-11-28,136,27,0.19852941176470587,0.16343274856848913
2024-11-29,130,19,0.14615384615384616,0.16224450591683184
2024-11-30,137,25,0.18248175182481752,0.1708206162358291
2024-12-01,150,22,0.14666666666666667,0.1651063305215434
2024-12-02,165,28,0.1696969696969697,0.167976426305025
2024-12-03,151,22,0.1456953642384106,0.16363914433505952
2024-12-04,127,25,0.1968503937007874,0.16943920057802914
2024-12-05,150,27,0.18,0.16679214175449975
2024-12-06,115,20,0.17391304347826086,0.17075774137227323
2024-12-07,165,33,0.2,0.17326034825444217
2024-12-08,138,21,0.15217391304347827,0.17404709773684382
2024-12-09,134,23,0.17164179104477612,0.174324929357959
2024-12-10,147,19,0.1292517006802721,0.17197583456393925
2024-12-11,153,31,0.20261437908496732,0.17279926104739354
2024-12-12,163,25,0.15337423312883436,0.16899558006579843
2024-12-13,141,22,0.15602836879432624,0.16644062653952205
2024-12-14,164,32,0.1951219512195122,0.1657437624280238
2024-12-15,134,19,0.1417910447761194,0.16426049553268682
2024-12-16,137,16,0.11678832116788321,0.15642428555027355
2024-12-17,132,19,0.14393939393939395,0.1585225274444338
2024-12-18,129,17,0.13178294573643412,0.1484037512517862
2024-12-19,132,20,0.15151515151515152,0.14813816816411723
2024-12-20,138,19,0.13768115942028986,0.1455171382535406
2024-12-21,133,19,0.14285714285714285,0.1380507370589164
2024-12-22,134,36,0.26865671641791045,0.15617440443631514
2024-12-23,121,19,0.15702479338842976,0.16192247189639322
2024-12-24,120,22,0.18333333333333332,0.16755017752409884
2024-12-25,142,22,0.15492957746478872,0.1708568391995781
2024-12-26,131,28,0.21374045801526717,0.17974616869959462
2024-12-27,140,21,0.15,0.1815060030681246
2024-12-28,132,18,0.13636363636363635,0.18057835928333796
2024-12-29,151,37,0.24503311258278146,0.1772035587354624
2024-12-30,139,14,0.10071942446043165,0.16915993460289128
2024-12-31,126,14,0.1111111111111111,0.1588424742854309
