transaction_id,timestamp,amount,status,category,device_type,region,payment_method,user_id,hour,day_of_week,day_name,month,month_name,year,date,is_weekend,is_night,log_amount,amount_bucket,is_failed,transactions_per_user,user_failure_rate,user_type
TXN0002097,2023-01-15 16:43:55,3096.82,Success,Retail,Mobile,North,UPI,USR03126,16,6,Sunday,1,Jan,2023,2023-01-15,1,0,8.038453917287535,Medium (1K-10K),0,9,0.3333333333333333,New
TXN0002098,2023-01-15 16:53:02,11177.69,Success,Entertainment,Mobile,North,UPI,USR02764,16,6,Sunday,1,Jan,2023,2023-01-15,1,0,9.321764566319587,High (10K-50K),0,9,0.2222222222222222,New
TXN0002099,2023-01-15 17:00:45,660.19,Success,Retail,Desktop,West,Credit Card,USR01311,17,6,Sunday,1,Jan,2023,2023-01-15,1,0,6.4940412418155615,Low (<1K),0,12,0.0,New
TXN0002100,2023-01-15 17:11:40,547.16,Success,Utilities,Mobile,North,Credit Card,USR03644,17,6,Sunday,1,Jan,2023,2023-01-15,1,0,6.306567215135755,Low (<1K),0,16,0.0625,Returning
TXN0002101,2023-01-15 17:57:47,8772.38,Success,Retail,Desktop,South,UPI,USR00599,17,6,Sunday,1,Jan,2023,2023-01-15,1,0,9.079477415905933,Medium (1K-10K),0,15,0.13333333333333333,Returning
TXN0002102,2023-01-15 18:01:07,2852.21,Failed,Travel,Mobile,Central,Debit Card,USR06639,18,6,Sunday,1,Jan,2023,2023-01-15,1,0,7.956199955234416,Medium (1K-10K),1,11,0.09090909090909091,New
TXN0002103,2023-01-15 18:06:38,1336.05,Success,Food & Dining,Desktop,North,Debit Card,USR09466,18,6,Sunday,1,Jan,2023,2023-01-15,1,0,7.1982209735605025,Medium (1K-10K),0,7,0.14285714285714285,New
TXN0002104,2023-01-15 18:08:20,897.0,Success,Healthcare,Mobile,Central,Debit Card,USR00269,18,6,Sunday,1,Jan,2023,2023-01-15,1,0,6.8001700683022,Low (<1K),0,9,0.1111111111111111,New
TXN0002105,2023-01-15 18:11:10,4802.66,Success,Entertainment,Mobile,West,Credit Card,USR03564,18,6,Sunday,1,Jan,2023,2023-01-15,1,0,8.477133406340547,Medium (1K-10K),0,10,0.3,New
TXN0002106,2023-01-15 18:14:42,1137.28,Success,Entertainment,Mobile,Central,Net Banking,USR03798,18,6,Sunday,1,Jan,2023,2023-01-15,1,0,7.037273630116199,Medium (1K-10K),0,3,0.3333333333333333,New
TXN0002107,2023-01-15 18:15:03,4605.26,Success,Retail,Mobile,Central,UPI,USR05245,18,6,Sunday,1,Jan,2023,2023-01-15,1,0,8.435171526898655,Medium (1K-10K),0,12,0.08333333333333333,New
TXN0002108,2023-01-15 18:27:58,8266.95,Failed,Healthcare,Mobile,Central,UPI,USR02326,18,6,Sunday,1,Jan,2023,2023-01-15,1,0,9.020141873371665,Medium (1K-10K),1,13,0.3076923076923077,New
TXN0002109,2023-01-15 18:38:44,2048.09,Failed,Electronics,Mobile,Central,Debit Card,USR05410,18,6,Sunday,1,Jan,2023,2023-01-15,1,0,7.625151071139575,Medium (1K-10K),1,13,0.15384615384615385,New
TXN0002110,2023-01-15 18:53:42,354.6,Success,Entertainment,Tablet,North,UPI,USR05398,18,6,Sunday,1,Jan,2023,2023-01-15,1,0,5.8738065036397495,Low (<1K),0,10,0.1,New
TXN0002111,2023-01-15 18:53:53,3576.72,Failed,Food & Dining,Mobile,South,UPI,USR06863,18,6,Sunday,1,Jan,2023,2023-01-15,1,0,8.182481004997559,Medium (1K-10K),1,9,0.3333333333333333,New
TXN0002112,2023-01-15 19:27:12,6827.92,Success,Utilities,Mobile,Central,UPI,USR01415,19,6,Sunday,1,Jan,2023,2023-01-15,1,0,8.828921814146534,Medium (1K-10K),0,8,0.0,New
TXN0002113,2023-01-15 19:31:44,7631.08,Failed,Travel,Mobile,East,UPI,USR09632,19,6,Sunday,1,Jan,2023,2023-01-15,1,0,8.940115695253478,Medium (1K-10K),1,7,0.14285714285714285,New
TXN0002114,2023-01-15 19:42:05,2203.44,Failed,Electronics,Mobile,East,UPI,USR01405,19,6,Sunday,1,Jan,2023,2023-01-15,1,0,7.69822878737158,Medium (1K-10K),1,15,0.3333333333333333,Returning
TXN0002115,2023-01-15 19:46:19,230.64,Failed,Food & Dining,Desktop,South,Wallet,USR01611,19,6,Sunday,1,Jan,2023,2023-01-15,1,0,5.445184442357589,Low (<1K),1,10,0.4,New
TXN0002116,2023-01-15 20:06:11,1048.29,Success,Utilities,Mobile,West,Net Banking,USR00004,20,6,Sunday,1,Jan,2023,2023-01-15,1,0,6.955869023955487,Medium (1K-10K),0,8,0.125,New
TXN0002117,2023-01-15 20:18:47,996.22,Success,Utilities,Desktop,Central,Debit Card,USR05039,20,6,Sunday,1,Jan,2023,2023-01-15,1,0,6.9049714076055215,Low (<1K),0,10,0.2,New
TXN0002118,2023-01-15 20:51:58,5035.52,Success,Utilities,Mobile,East,Credit Card,USR00693,20,6,Sunday,1,Jan,2023,2023-01-15,1,0,8.524470646386467,Medium (1K-10K),0,14,0.21428571428571427,New
TXN0002119,2023-01-15 21:04:52,2965.56,Failed,Electronics,Tablet,North,Net Banking,USR08024,21,6,Sunday,1,Jan,2023,2023-01-15,1,0,7.9951583113495435,Medium (1K-10K),1,13,0.15384615384615385,New
TXN0002120,2023-01-15 21:11:07,5318.74,Success,Healthcare,Desktop,South,Credit Card,USR09839,21,6,Sunday,1,Jan,2023,2023-01-15,1,0,8.579179708960956,Medium (1K-10K),0,9,0.1111111111111111,New
TXN0002121,2023-01-15 21:45:34,799.06,Success,Food & Dining,Mobile,Central,Debit Card,USR03224,21,6,Sunday,1,Jan,2023,2023-01-15,1,0,6.684686724855568,Low (<1K),0,8,0.125,New
TXN0002122,2023-01-15 21:55:35,2334.1,Success,Retail,Mobile,West,Wallet,USR03787,21,6,Sunday,1,Jan,2023,2023-01-15,1,0,7.75580999573843,Medium (1K-10K),0,12,0.16666666666666666,New
TXN0002123,2023-01-15 22:13:13,115.25,Success,Food & Dining,Mobile,West,Credit Card,USR00729,22,6,Sunday,1,Jan,2023,2023-01-15,1,0,4.755743044467466,Low (<1K),0,15,0.06666666666666667,Returning
TXN0002124,2023-01-15 22:39:26,1106.47,Success,Electronics,Desktop,West,Credit Card,USR09500,22,6,Sunday,1,Jan,2023,2023-01-15,1,0,7.009833413516286,Medium (1K-10K),0,9,0.1111111111111111,New
TXN0002125,2023-01-15 22:44:01,304.81,Failed,Retail,Mobile,North,Debit Card,USR02823,22,6,Sunday,1,Jan,2023,2023-01-15,1,0,5.72296399407213,Low (<1K),1,10,0.2,New
TXN0002126,2023-01-15 22:44:10,14570.63,Success,Retail,Mobile,South,Credit Card,USR01824,22,6,Sunday,1,Jan,2023,2023-01-15,1,0,9.586831766644963,High (10K-50K),0,14,0.07142857142857142,New
TXN0002127,2023-01-15 22:58:58,3167.48,Success,Travel,Mobile,North,Credit Card,USR08445,22,6,Sunday,1,Jan,2023,2023-01-15,1,0,8.06100725660857,Medium (1K-10K),0,9,0.1111111111111111,New
TXN0002128,2023-01-15 23:17:42,3014.99,Success,Retail,Mobile,North,UPI,USR06674,23,6,Sunday,1,Jan,2023,2023-01-15,1,0,8.011683413472483,Medium (1K-10K),0,9,0.1111111111111111,New
TXN0002129,2023-01-15 23:36:20,415.72,Success,Travel,Mobile,East,Credit Card,USR06681,23,6,Sunday,1,Jan,2023,2023-01-15,1,0,6.032414533436937,Low (<1K),0,12,0.16666666666666666,New
TXN0002130,2023-01-15 23:44:58,1548.68,Success,Utilities,Mobile,North,Wallet,USR08635,23,6,Sunday,1,Jan,2023,2023-01-15,1,0,7.345803736986321,Medium (1K-10K),0,10,0.4,New
TXN0002131,2023-01-16 00:21:58,3993.38,Success,Food & Dining,Desktop,East,Credit Card,USR04015,0,0,Monday,1,Jan,2023,2023-01-16,0,1,8.29264365216405,Medium (1K-10K),0,7,0.0,New
TXN0002132,2023-01-16 00:32:48,635.38,Success,Travel,Mobile,North,Credit Card,USR05738,0,0,Monday,1,Jan,2023,2023-01-16,0,1,6.455795869194188,Low (<1K),0,13,0.23076923076923078,New
TXN0002133,2023-01-16 00:35:02,1044.9,Success,Healthcare,Desktop,North,Wallet,USR09251,0,0,Monday,1,Jan,2023,2023-01-16,0,1,6.952633037760223,Medium (1K-10K),0,12,0.08333333333333333,New
TXN0002134,2023-01-16 01:10:32,6819.25,Success,Retail,Mobile,North,Credit Card,USR01822,1,0,Monday,1,Jan,2023,2023-01-16,0,1,8.827651407057155,Medium (1K-10K),0,13,0.07692307692307693,New
TXN0002135,2023-01-16 02:07:07,499.4,Success,Utilities,Mobile,East,Credit Card,USR09227,2,0,Monday,1,Jan,2023,2023-01-16,0,1,6.215407778592756,Low (<1K),0,14,0.07142857142857142,New
TXN0002136,2023-01-16 02:34:41,1076.95,Success,Retail,Mobile,West,UPI,USR02967,2,0,Monday,1,Jan,2023,2023-01-16,0,1,6.982816368204016,Medium (1K-10K),0,10,0.2,New
TXN0002137,2023-01-16 02:41:50,677.68,Success,Travel,Mobile,East,Debit Card,USR05720,2,0,Monday,1,Jan,2023,2023-01-16,0,1,6.520149735174739,Low (<1K),0,8,0.125,New
TXN0002138,2023-01-16 03:08:43,2715.67,Success,Entertainment,Mobile,North,Credit Card,USR03105,3,0,Monday,1,Jan,2023,2023-01-16,0,1,7.907162144559911,Medium (1K-10K),0,11,0.0,New
TXN0002139,2023-01-16 03:21:15,4583.6,Success,Utilities,Mobile,West,Debit Card,USR02530,3,0,Monday,1,Jan,2023,2023-01-16,0,1,8.430458139881576,Medium (1K-10K),0,12,0.08333333333333333,New
TXN0002140,2023-01-16 05:10:04,12424.53,Failed,Electronics,Mobile,North,Credit Card,USR07812,5,0,Monday,1,Jan,2023,2023-01-16,0,1,9.427508505990705,High (10K-50K),1,9,0.2222222222222222,New
TXN0002141,2023-01-16 05:13:02,2906.89,Success,Food & Dining,Mobile,Central,Credit Card,USR07885,5,0,Monday,1,Jan,2023,2023-01-16,0,1,7.975183011252956,Medium (1K-10K),0,14,0.14285714285714285,New
TXN0002142,2023-01-16 05:53:19,8078.17,Success,Retail,Mobile,East,Credit Card,USR08485,5,0,Monday,1,Jan,2023,2023-01-16,0,1,8.997044423466518,Medium (1K-10K),0,10,0.2,New
TXN0002143,2023-01-16 06:12:30,2808.22,Success,Food & Dining,Mobile,Central,UPI,USR00912,6,0,Monday,1,Jan,2023,2023-01-16,0,0,7.940662143724138,Medium (1K-10K),0,6,0.16666666666666666,New
TXN0002144,2023-01-16 06:23:40,350.67,Success,Utilities,Mobile,South,Credit Card,USR07815,6,0,Monday,1,Jan,2023,2023-01-16,0,0,5.862693235870121,Low (<1K),0,11,0.09090909090909091,New
TXN0002145,2023-01-16 06:23:48,1896.5,Success,Electronics,Desktop,South,Debit Card,USR07353,6,0,Monday,1,Jan,2023,2023-01-16,0,0,7.548292509269785,Medium (1K-10K),0,7,0.0,New
TXN0002146,2023-01-16 06:34:35,1931.69,Success,Utilities,Desktop,South,Net Banking,USR07210,6,0,Monday,1,Jan,2023,2023-01-16,0,0,7.566668093869277,Medium (1K-10K),0,12,0.25,New
TXN0002147,2023-01-16 06:38:27,6496.98,Success,Food & Dining,Mobile,West,UPI,USR04815,6,0,Monday,1,Jan,2023,2023-01-16,0,0,8.779246638354195,Medium (1K-10K),0,15,0.2,Returning
TXN0002148,2023-01-16 06:53:15,1614.72,Success,Retail,Mobile,South,Credit Card,USR04987,6,0,Monday,1,Jan,2023,2023-01-16,0,0,7.38753595674179,Medium (1K-10K),0,13,0.07692307692307693,New
TXN0002149,2023-01-16 07:20:49,1157.94,Failed,Utilities,Mobile,Central,UPI,USR07414,7,0,Monday,1,Jan,2023,2023-01-16,0,0,7.055261073233525,Medium (1K-10K),1,14,0.14285714285714285,New
TXN0002150,2023-01-16 07:21:57,650.75,Success,Food & Dining,Tablet,North,Credit Card,USR00237,7,0,Monday,1,Jan,2023,2023-01-16,0,0,6.479661052813611,Low (<1K),0,15,0.2,Returning
TXN0002151,2023-01-16 07:30:54,1321.47,Failed,Utilities,Mobile,South,UPI,USR07352,7,0,Monday,1,Jan,2023,2023-01-16,0,0,7.187256479165143,Medium (1K-10K),1,12,0.08333333333333333,New
TXN0002152,2023-01-16 07:36:24,1624.47,Success,Retail,Mobile,North,UPI,USR01435,7,0,Monday,1,Jan,2023,2023-01-16,0,0,7.393552283713913,Medium (1K-10K),0,13,0.3076923076923077,New
TXN0002153,2023-01-16 07:37:29,3698.07,Success,Food & Dining,Tablet,West,UPI,USR03915,7,0,Monday,1,Jan,2023,2023-01-16,0,0,8.215836715686919,Medium (1K-10K),0,6,0.0,New
TXN0002154,2023-01-16 07:48:42,679.58,Success,Travel,Desktop,East,UPI,USR01885,7,0,Monday,1,Jan,2023,2023-01-16,0,0,6.522945375799006,Low (<1K),0,12,0.4166666666666667,New
TXN0002155,2023-01-16 07:52:50,29984.05,Success,Healthcare,Mobile,Central,UPI,USR00908,7,0,Monday,1,Jan,2023,2023-01-16,0,0,10.308454203101636,High (10K-50K),0,13,0.3076923076923077,New
TXN0002156,2023-01-16 07:56:37,610.87,Success,Healthcare,Desktop,West,UPI,USR04983,7,0,Monday,1,Jan,2023,2023-01-16,0,0,6.41651984164771,Low (<1K),0,11,0.36363636363636365,New
TXN0002157,2023-01-16 08:03:53,389.65,Success,Utilities,Desktop,South,UPI,USR07208,8,0,Monday,1,Jan,2023,2023-01-16,0,0,5.967812018442753,Low (<1K),0,7,0.2857142857142857,New
TXN0002158,2023-01-16 08:12:03,3334.22,Success,Travel,Desktop,Central,UPI,USR09224,8,0,Monday,1,Jan,2023,2023-01-16,0,0,8.112293923190489,Medium (1K-10K),0,13,0.15384615384615385,New
TXN0002159,2023-01-16 08:21:01,389.92,Failed,Food & Dining,Tablet,Central,UPI,USR07224,8,0,Monday,1,Jan,2023,2023-01-16,0,0,5.968502935470635,Low (<1K),1,13,0.23076923076923078,New
TXN0002160,2023-01-16 08:31:42,1864.41,Success,Retail,Desktop,Central,Wallet,USR07219,8,0,Monday,1,Jan,2023,2023-01-16,0,0,7.531236147058924,Medium (1K-10K),0,9,0.2222222222222222,New
TXN0002161,2023-01-16 08:31:51,787.52,Success,Food & Dining,Desktop,West,Debit Card,USR08187,8,0,Monday,1,Jan,2023,2023-01-16,0,0,6.670157770697776,Low (<1K),0,12,0.08333333333333333,New
TXN0002162,2023-01-16 08:37:51,3955.52,Success,Food & Dining,Desktop,North,Debit Card,USR09664,8,0,Monday,1,Jan,2023,2023-01-16,0,0,8.283120130009301,Medium (1K-10K),0,7,0.2857142857142857,New
TXN0002163,2023-01-16 08:42:21,2177.59,Success,Retail,Tablet,Central,Debit Card,USR05824,8,0,Monday,1,Jan,2023,2023-01-16,0,0,7.686433157534074,Medium (1K-10K),0,6,0.3333333333333333,New
TXN0002164,2023-01-16 08:50:43,7120.64,Success,Retail,Tablet,North,Debit Card,USR01075,8,0,Monday,1,Jan,2023,2023-01-16,0,0,8.870893314961162,Medium (1K-10K),0,8,0.125,New
TXN0002165,2023-01-16 08:51:24,3006.4,Success,Healthcare,Desktop,South,UPI,USR07536,8,0,Monday,1,Jan,2023,2023-01-16,0,0,8.00883119708822,Medium (1K-10K),0,10,0.1,New
TXN0002166,2023-01-16 09:05:00,1914.46,Success,Retail,Mobile,West,Credit Card,USR06119,9,0,Monday,1,Jan,2023,2023-01-16,0,0,7.557713081646498,Medium (1K-10K),0,10,0.1,New
TXN0002167,2023-01-16 09:16:22,2311.15,Success,Electronics,Mobile,Central,Credit Card,USR05124,9,0,Monday,1,Jan,2023,2023-01-16,0,0,7.745933106580457,Medium (1K-10K),0,10,0.1,New
TXN0002168,2023-01-16 09:34:49,565.38,Success,Utilities,Mobile,Central,UPI,USR02937,9,0,Monday,1,Jan,2023,2023-01-16,0,0,6.339265231021608,Low (<1K),0,10,0.3,New
TXN0002169,2023-01-16 09:46:23,781.13,Success,Food & Dining,Desktop,West,Debit Card,USR02177,9,0,Monday,1,Jan,2023,2023-01-16,0,0,6.662020967138113,Low (<1K),0,17,0.058823529411764705,Returning
TXN0002170,2023-01-16 10:00:07,2352.14,Success,Electronics,Mobile,West,Debit Card,USR08563,10,0,Monday,1,Jan,2023,2023-01-16,0,0,7.763505885469933,Medium (1K-10K),0,12,0.0,New
TXN0002171,2023-01-16 10:01:53,3690.67,Success,Utilities,Mobile,East,Credit Card,USR06114,10,0,Monday,1,Jan,2023,2023-01-16,0,0,8.213834209179357,Medium (1K-10K),0,11,0.0,New
TXN0002172,2023-01-16 10:04:45,1223.62,Success,Utilities,Desktop,West,Debit Card,USR07474,10,0,Monday,1,Jan,2023,2023-01-16,0,0,7.110385870773956,Medium (1K-10K),0,11,0.2727272727272727,New
TXN0002173,2023-01-16 10:06:23,1400.76,Failed,Food & Dining,Mobile,Central,Net Banking,USR00529,10,0,Monday,1,Jan,2023,2023-01-16,0,0,7.245483868918054,Medium (1K-10K),1,15,0.2,Returning
TXN0002174,2023-01-16 10:19:07,1126.74,Success,Utilities,Mobile,North,UPI,USR07143,10,0,Monday,1,Jan,2023,2023-01-16,0,0,7.027970909035713,Medium (1K-10K),0,12,0.08333333333333333,New
TXN0002175,2023-01-16 10:25:41,2840.26,Success,Electronics,Desktop,Central,UPI,USR03158,10,0,Monday,1,Jan,2023,2023-01-16,0,0,7.95200289473821,Medium (1K-10K),0,8,0.375,New
TXN0002176,2023-01-16 10:33:50,1816.42,Success,Retail,Tablet,North,Debit Card,USR04670,10,0,Monday,1,Jan,2023,2023-01-16,0,0,7.50517319193273,Medium (1K-10K),0,11,0.09090909090909091,New
TXN0002177,2023-01-16 10:51:07,3800.27,Success,Retail,Desktop,West,Wallet,USR02611,10,0,Monday,1,Jan,2023,2023-01-16,0,0,8.243090500404895,Medium (1K-10K),0,11,0.0,New
TXN0002178,2023-01-16 10:53:14,861.67,Success,Food & Dining,Mobile,East,UPI,USR09442,10,0,Monday,1,Jan,2023,2023-01-16,0,0,6.760032230932851,Low (<1K),0,9,0.1111111111111111,New
TXN0002179,2023-01-16 10:57:10,1693.89,Success,Utilities,Mobile,South,Wallet,USR05191,10,0,Monday,1,Jan,2023,2023-01-16,0,0,7.435373120953503,Medium (1K-10K),0,9,0.0,New
TXN0002180,2023-01-16 10:57:16,11081.87,Success,Utilities,Mobile,East,Credit Card,USR01761,10,0,Monday,1,Jan,2023,2023-01-16,0,0,9.31315595203078,High (10K-50K),0,12,0.25,New
TXN0002181,2023-01-16 11:00:30,20826.58,Success,Food & Dining,Mobile,North,Debit Card,USR07843,11,0,Monday,1,Jan,2023,2023-01-16,0,0,9.94403334891719,High (10K-50K),0,5,0.2,New
TXN0002182,2023-01-16 11:06:50,1362.75,Success,Food & Dining,Desktop,Central,UPI,USR03229,11,0,Monday,1,Jan,2023,2023-01-16,0,0,7.21799353714728,Medium (1K-10K),0,13,0.15384615384615385,New
TXN0002183,2023-01-16 11:28:16,8768.26,Success,Food & Dining,Desktop,West,UPI,USR06069,11,0,Monday,1,Jan,2023,2023-01-16,0,0,9.079007703242874,Medium (1K-10K),0,10,0.2,New
TXN0002184,2023-01-16 11:31:23,8278.19,Success,Electronics,Desktop,North,UPI,USR01991,11,0,Monday,1,Jan,2023,2023-01-16,0,0,9.021500416507065,Medium (1K-10K),0,11,0.09090909090909091,New
TXN0002185,2023-01-16 11:36:20,4835.64,Success,Electronics,Mobile,Central,UPI,USR08339,11,0,Monday,1,Jan,2023,2023-01-16,0,0,8.483975543755918,Medium (1K-10K),0,11,0.09090909090909091,New
TXN0002186,2023-01-16 11:39:00,214.52,Success,Food & Dining,Desktop,South,Credit Card,USR02052,11,0,Monday,1,Jan,2023,2023-01-16,0,0,5.373053712662054,Low (<1K),0,11,0.2727272727272727,New
TXN0002187,2023-01-16 11:50:21,329.01,Failed,Food & Dining,Mobile,Central,Credit Card,USR00069,11,0,Monday,1,Jan,2023,2023-01-16,0,0,5.7991229570317016,Low (<1K),1,9,0.5555555555555556,New
TXN0002188,2023-01-16 12:05:02,984.58,Success,Retail,Desktop,Central,Net Banking,USR08202,12,0,Monday,1,Jan,2023,2023-01-16,0,0,6.893230300365573,Low (<1K),0,14,0.14285714285714285,New
TXN0002189,2023-01-16 12:09:49,992.97,Failed,Travel,Tablet,East,Net Banking,USR06166,12,0,Monday,1,Jan,2023,2023-01-16,0,0,6.901707025114597,Low (<1K),1,12,0.3333333333333333,New
TXN0002190,2023-01-16 12:18:09,604.37,Failed,Electronics,Desktop,South,Credit Card,USR05351,12,0,Monday,1,Jan,2023,2023-01-16,0,0,6.405839841345903,Low (<1K),1,10,0.3,New
TXN0002191,2023-01-16 12:18:31,3523.79,Success,Food & Dining,Desktop,North,Credit Card,USR04711,12,0,Monday,1,Jan,2023,2023-01-16,0,0,8.167576139003655,Medium (1K-10K),0,6,0.0,New
TXN0002192,2023-01-16 12:37:32,3767.5,Success,Food & Dining,Mobile,South,Wallet,USR01657,12,0,Monday,1,Jan,2023,2023-01-16,0,0,8.234432323283524,Medium (1K-10K),0,13,0.0,New
TXN0002193,2023-01-16 12:51:01,15516.86,Success,Retail,Desktop,East,Debit Card,USR02270,12,0,Monday,1,Jan,2023,2023-01-16,0,0,9.64974689763204,High (10K-50K),0,11,0.0,New
TXN0002194,2023-01-16 13:12:01,872.96,Success,Utilities,Mobile,Central,UPI,USR09050,13,0,Monday,1,Jan,2023,2023-01-16,0,0,6.7730346080178245,Low (<1K),0,10,0.2,New
TXN0002195,2023-01-16 13:30:11,827.87,Success,Food & Dining,Mobile,Central,Debit Card,USR05743,13,0,Monday,1,Jan,2023,2023-01-16,0,0,6.7200633273981785,Low (<1K),0,11,0.0,New
TXN0002196,2023-01-16 13:36:30,2262.66,Success,Food & Dining,Mobile,East,Debit Card,USR08312,13,0,Monday,1,Jan,2023,2023-01-16,0,0,7.724738251366982,Medium (1K-10K),0,16,0.25,Returning
TXN0002197,2023-01-16 13:38:58,385.45,Success,Travel,Mobile,North,UPI,USR07672,13,0,Monday,1,Jan,2023,2023-01-16,0,0,5.95700249355288,Low (<1K),0,11,0.0,New
TXN0002198,2023-01-16 13:47:29,17045.57,Success,Travel,Mobile,West,Credit Card,USR01063,13,0,Monday,1,Jan,2023,2023-01-16,0,0,9.74370428945313,High (10K-50K),0,13,0.15384615384615385,New
TXN0002199,2023-01-16 13:54:38,1177.11,Success,Food & Dining,Mobile,North,UPI,USR01761,13,0,Monday,1,Jan,2023,2023-01-16,0,0,7.071666738459831,Medium (1K-10K),0,12,0.25,New
TXN0002200,2023-01-16 14:01:00,1643.69,Success,Food & Dining,Mobile,North,Credit Card,USR01887,14,0,Monday,1,Jan,2023,2023-01-16,0,0,7.4053071955925445,Medium (1K-10K),0,9,0.0,New
TXN0002201,2023-01-16 14:02:59,2128.75,Success,Utilities,Mobile,East,UPI,USR07513,14,0,Monday,1,Jan,2023,2023-01-16,0,0,7.6637598809229495,Medium (1K-10K),0,9,0.2222222222222222,New
TXN0002202,2023-01-16 14:10:45,1514.08,Success,Electronics,Desktop,South,UPI,USR01744,14,0,Monday,1,Jan,2023,2023-01-16,0,0,7.323223521829847,Medium (1K-10K),0,16,0.1875,Returning
TXN0002203,2023-01-16 14:17:34,1298.94,Failed,Electronics,Mobile,South,UPI,USR03430,14,0,Monday,1,Jan,2023,2023-01-16,0,0,7.170073388538353,Medium (1K-10K),1,13,0.38461538461538464,New
TXN0002204,2023-01-16 14:19:58,30518.84,Success,Utilities,Desktop,South,UPI,USR07297,14,0,Monday,1,Jan,2023,2023-01-16,0,0,10.326132242920693,High (10K-50K),0,14,0.21428571428571427,New
TXN0002205,2023-01-16 14:30:12,2005.58,Success,Food & Dining,Desktop,South,Wallet,USR02859,14,0,Monday,1,Jan,2023,2023-01-16,0,0,7.604187059333299,Medium (1K-10K),0,11,0.0,New
TXN0002206,2023-01-16 14:35:16,3224.97,Success,Food & Dining,Desktop,East,UPI,USR07694,14,0,Monday,1,Jan,2023,2023-01-16,0,0,8.078988959199881,Medium (1K-10K),0,16,0.125,Returning
TXN0002207,2023-01-16 14:39:06,999.52,Success,Food & Dining,Desktop,South,UPI,USR07072,14,0,Monday,1,Jan,2023,2023-01-16,0,0,6.908275143828988,Low (<1K),0,16,0.1875,Returning
TXN0002208,2023-01-16 14:52:13,3784.58,Success,Food & Dining,Tablet,North,Debit Card,USR03554,14,0,Monday,1,Jan,2023,2023-01-16,0,0,8.23895439059175,Medium (1K-10K),0,15,0.13333333333333333,Returning
TXN0002209,2023-01-16 14:54:16,1877.24,Success,Retail,Mobile,East,Credit Card,USR05704,14,0,Monday,1,Jan,2023,2023-01-16,0,0,7.538090447130212,Medium (1K-10K),0,12,0.25,New
TXN0002210,2023-01-16 15:00:56,2438.31,Success,Utilities,Desktop,South,UPI,USR04135,15,0,Monday,1,Jan,2023,2023-01-16,0,0,7.799470491410251,Medium (1K-10K),0,15,0.13333333333333333,Returning
TXN0002211,2023-01-16 15:04:39,3206.82,Success,Travel,Desktop,South,Debit Card,USR01508,15,0,Monday,1,Jan,2023,2023-01-16,0,0,8.07334685768651,Medium (1K-10K),0,7,0.0,New
TXN0002212,2023-01-16 15:13:54,5214.0,Success,Electronics,Desktop,West,UPI,USR09901,15,0,Monday,1,Jan,2023,2023-01-16,0,0,8.559294367434873,Medium (1K-10K),0,13,0.15384615384615385,New
TXN0002213,2023-01-16 15:35:30,4186.31,Success,Healthcare,Mobile,North,Credit Card,USR04036,15,0,Monday,1,Jan,2023,2023-01-16,0,0,8.339813801969601,Medium (1K-10K),0,10,0.1,New
TXN0002214,2023-01-16 15:54:45,1758.54,Success,Healthcare,Mobile,North,Debit Card,USR09122,15,0,Monday,1,Jan,2023,2023-01-16,0,0,7.472807690234406,Medium (1K-10K),0,13,0.23076923076923078,New
TXN0002215,2023-01-16 16:00:30,1820.71,Success,Food & Dining,Tablet,South,Credit Card,USR02341,16,0,Monday,1,Jan,2023,2023-01-16,0,0,7.50753089939977,Medium (1K-10K),0,13,0.15384615384615385,New
TXN0002216,2023-01-16 16:02:08,475.84,Success,Electronics,Mobile,South,Wallet,USR03383,16,0,Monday,1,Jan,2023,2023-01-16,0,0,6.167181004849801,Low (<1K),0,8,0.25,New
TXN0002217,2023-01-16 16:06:09,1803.56,Success,Electronics,Mobile,South,Credit Card,USR00667,16,0,Monday,1,Jan,2023,2023-01-16,0,0,7.498072073737881,Medium (1K-10K),0,11,0.18181818181818182,New
TXN0002218,2023-01-16 16:16:52,2058.05,Success,Travel,Mobile,North,UPI,USR03731,16,0,Monday,1,Jan,2023,2023-01-16,0,0,7.6299999903657785,Medium (1K-10K),0,8,0.25,New
TXN0002219,2023-01-16 16:17:51,5432.09,Success,Food & Dining,Mobile,North,Credit Card,USR08193,16,0,Monday,1,Jan,2023,2023-01-16,0,0,8.60026331184778,Medium (1K-10K),0,12,0.08333333333333333,New
TXN0002220,2023-01-16 16:21:26,105.47,Failed,Retail,Mobile,Central,Debit Card,USR00343,16,0,Monday,1,Jan,2023,2023-01-16,0,0,4.667863255326515,Low (<1K),1,9,0.2222222222222222,New
TXN0002221,2023-01-16 16:21:50,2620.39,Success,Utilities,Desktop,Central,UPI,USR05744,16,0,Monday,1,Jan,2023,2023-01-16,0,0,7.871459990422695,Medium (1K-10K),0,11,0.2727272727272727,New
TXN0002222,2023-01-16 16:33:25,715.11,Failed,Food & Dining,Mobile,West,Credit Card,USR05675,16,0,Monday,1,Jan,2023,2023-01-16,0,0,6.573833786445484,Low (<1K),1,13,0.38461538461538464,New
TXN0002223,2023-01-16 16:43:29,4590.57,Success,Food & Dining,Mobile,East,Debit Card,USR05595,16,0,Monday,1,Jan,2023,2023-01-16,0,0,8.431977292499816,Medium (1K-10K),0,7,0.0,New
